"","NodesExpanded","Algorithm"
"1376",168,"D*"
"1377",207,"D*"
"1378",45,"D*"
"1379",136,"D*"
"1380",294,"D*"
"1381",139,"D*"
"1382",61,"D*"
"1383",640,"D*"
"1384",98,"D*"
"1385",62,"D*"
"1386",216,"D*"
"1387",76,"D*"
"1388",580,"D*"
"1389",97,"D*"
"1390",489,"D*"
"1391",147,"D*"
"1392",96,"D*"
"1393",99,"D*"
"1394",310,"D*"
"1395",126,"D*"
"1396",253,"D*"
"1397",90,"D*"
"1398",123,"D*"
"1399",57,"D*"
"1400",201,"D*"
"1401",163,"D*"
"1402",46,"D*"
"1403",126,"D*"
"1404",38,"D*"
"1405",282,"D*"
"1406",109,"D*"
"1407",94,"D*"
"1408",205,"D*"
"1409",155,"D*"
"1410",46,"D*"
"1411",33,"D*"
"1412",104,"D*"
"1413",148,"D*"
"1414",104,"D*"
"1415",139,"D*"
"1416",80,"D*"
"1417",74,"D*"
"1418",60,"D*"
"1419",160,"D*"
"1420",331,"D*"
"1421",103,"D*"
"1422",87,"D*"
"1423",254,"D*"
"1424",63,"D*"
"1425",246,"D*"
"1426",83,"D*"
"1427",151,"D*"
"1428",245,"D*"
"1429",246,"D*"
"1430",386,"D*"
"1431",212,"D*"
"1432",77,"D*"
"1433",61,"D*"
"1434",204,"D*"
"1435",45,"D*"
"1436",134,"D*"
"1437",253,"D*"
"1438",94,"D*"
"1439",76,"D*"
"1440",135,"D*"
"1441",74,"D*"
"1442",38,"D*"
"1443",350,"D*"
"1444",188,"D*"
"1445",287,"D*"
"1446",101,"D*"
"1447",142,"D*"
"1448",91,"D*"
"1449",327,"D*"
"1450",83,"D*"
"1451",86,"D*"
"1452",229,"D*"
"1453",602,"D*"
"1454",342,"D*"
"1455",617,"D*"
"1456",89,"D*"
"1457",118,"D*"
"1458",134,"D*"
"1459",151,"D*"
"1460",48,"D*"
"1461",103,"D*"
"1462",314,"D*"
"1463",54,"D*"
"1464",257,"D*"
"1465",216,"D*"
"1466",411,"D*"
"1467",113,"D*"
"1468",25,"D*"
"1469",181,"D*"
"1470",35,"D*"
"1471",550,"D*"
"1472",31,"D*"
"1473",139,"D*"
"1474",85,"D*"
"1475",365,"D*"
"1476",23,"D*"
"1477",99,"D*"
"1478",35,"D*"
"1479",63,"D*"
"1480",168,"D*"
"1481",76,"D*"
"1482",220,"D*"
"1483",217,"D*"
"1484",93,"D*"
"1485",131,"D*"
"1486",111,"D*"
"1487",131,"D*"
"1488",456,"D*"
"1489",812,"D*"
"1490",219,"D*"
"1491",74,"D*"
"1492",140,"D*"
"1493",171,"D*"
"1494",265,"D*"
"1495",122,"D*"
"1496",91,"D*"
"1497",64,"D*"
"1498",124,"D*"
"1499",144,"D*"
"1500",398,"D*"
"1501",95,"D*"
"1502",154,"D*"
"1503",85,"D*"
"1504",222,"D*"
"1505",256,"D*"
"1506",357,"D*"
"1507",707,"D*"
"1508",533,"D*"
"1509",109,"D*"
"1510",205,"D*"
"1511",182,"D*"
"1512",127,"D*"
"1513",263,"D*"
"1514",371,"D*"
"1515",94,"D*"
"1516",66,"D*"
"1517",77,"D*"
"1518",291,"D*"
"1519",339,"D*"
"1520",151,"D*"
"1521",131,"D*"
"1522",152,"D*"
"1523",139,"D*"
"1524",88,"D*"
"1525",64,"D*"
"1526",276,"D*"
"1527",125,"D*"
"1528",277,"D*"
"1529",129,"D*"
"1530",75,"D*"
"1531",326,"D*"
"1532",57,"D*"
"1533",280,"D*"
"1534",529,"D*"
"1535",86,"D*"
"1536",231,"D*"
"1537",152,"D*"
"1538",46,"D*"
"1539",236,"D*"
"1540",72,"D*"
"1541",140,"D*"
"1542",142,"D*"
"1543",82,"D*"
"1544",66,"D*"
"1545",129,"D*"
"1546",251,"D*"
"1547",66,"D*"
"1548",130,"D*"
"1549",183,"D*"
"1550",143,"D*"
"1551",120,"D*"
"1552",71,"D*"
"1553",98,"D*"
"1554",477,"D*"
"1555",110,"D*"
"1556",61,"D*"
"1557",91,"D*"
"1558",206,"D*"
"1559",70,"D*"
"1560",483,"D*"
"1561",219,"D*"
"1562",284,"D*"
"1563",201,"D*"
"1564",128,"D*"
"1565",256,"D*"
"1566",42,"D*"
"1567",129,"D*"
"1568",128,"D*"
"1569",277,"D*"
"1570",98,"D*"
"1571",125,"D*"
"1572",28,"D*"
"1573",106,"D*"
"1574",92,"D*"
"1575",111,"D*"
"1576",358,"D*"
"1577",190,"D*"
"1578",80,"D*"
"1579",40,"D*"
"1580",115,"D*"
"1581",754,"D*"
"1582",123,"D*"
"1583",68,"D*"
"1584",127,"D*"
"1585",348,"D*"
"1586",152,"D*"
"1587",109,"D*"
"1588",166,"D*"
"1589",122,"D*"
"1590",48,"D*"
"1591",64,"D*"
"1592",167,"D*"
"1593",260,"D*"
"1594",445,"D*"
"1595",121,"D*"
"1596",210,"D*"
"1597",106,"D*"
"1598",272,"D*"
"1599",280,"D*"
"1600",94,"D*"
"1601",338,"D*"
"1602",157,"D*"
"1603",138,"D*"
"1604",94,"D*"
"1605",86,"D*"
"1606",107,"D*"
"1607",228,"D*"
"1608",109,"D*"
"1609",238,"D*"
"1610",38,"D*"
"1611",76,"D*"
"1612",490,"D*"
"1613",91,"D*"
"1614",53,"D*"
"1615",67,"D*"
"1616",142,"D*"
"1617",114,"D*"
"1618",184,"D*"
"1619",73,"D*"
"1620",283,"D*"
"1621",90,"D*"
"1622",177,"D*"
"1623",96,"D*"
"1624",314,"D*"
"1625",497,"D*"
"1626",365,"D*"
"1627",57,"D*"
"1628",88,"D*"
"1629",109,"D*"
"1630",107,"D*"
"1631",126,"D*"
"1632",78,"D*"
"1633",142,"D*"
"1634",45,"D*"
"1635",64,"D*"
"1636",144,"D*"
"1637",59,"D*"
"1638",85,"D*"
"1639",119,"D*"
"1640",86,"D*"
"1641",121,"D*"
"1642",157,"D*"
"1643",415,"D*"
"1644",75,"D*"
"1645",154,"D*"
"1646",182,"D*"
"1647",63,"D*"
"1648",138,"D*"
"1649",88,"D*"
"1650",80,"D*"
"1651",189,"D*"
"1652",230,"D*"
"1653",76,"D*"
"1654",56,"D*"
"1655",157,"D*"
"1656",380,"D*"
"1657",48,"D*"
"1658",59,"D*"
"1659",150,"D*"
"1660",59,"D*"
"1661",224,"D*"
"1662",92,"D*"
"1663",274,"D*"
"1664",124,"D*"
"1665",99,"D*"
"1666",61,"D*"
"1667",153,"D*"
"1668",175,"D*"
"1669",121,"D*"
"1670",24,"D*"
"1671",347,"D*"
"1672",172,"D*"
"1673",157,"D*"
"1674",69,"D*"
"1675",64,"D*"
"1676",220,"D*"
"1677",603,"D*"
"1678",248,"D*"
"1679",536,"D*"
"1680",85,"D*"
"1681",63,"D*"
"1682",81,"D*"
"1683",158,"D*"
"1684",108,"D*"
"1685",162,"D*"
"1686",677,"D*"
"1687",107,"D*"
"1688",188,"D*"
"1689",110,"D*"
"1690",148,"D*"
"1691",88,"D*"
"1692",61,"D*"
"1693",250,"D*"
"1694",59,"D*"
"1695",300,"D*"
"1696",99,"D*"
"1697",218,"D*"
"1698",93,"D*"
"1699",65,"D*"
"1700",218,"D*"
"1701",82,"D*"
"1702",489,"D*"
"1703",210,"D*"
"1704",39,"D*"
"1705",532,"D*"
"1706",168,"D*"
"1707",357,"D*"
"1708",339,"D*"
"1709",65,"D*"
"1710",71,"D*"
"1711",221,"D*"
"1712",100,"D*"
"1713",183,"D*"
"1714",115,"D*"
"1715",206,"D*"
"1716",488,"D*"
"1717",533,"D*"
"1718",136,"D*"
"1719",60,"D*"
"1720",83,"D*"
"1721",68,"D*"
"1722",106,"D*"
"1723",64,"D*"
"1724",233,"D*"
"1725",236,"D*"
"1726",332,"D*"
"1727",78,"D*"
"1728",67,"D*"
"1729",191,"D*"
"1730",77,"D*"
"1731",279,"D*"
"1732",88,"D*"
"1733",73,"D*"
"1734",284,"D*"
"1735",118,"D*"
"1736",218,"D*"
"1737",260,"D*"
"1738",722,"D*"
"1739",330,"D*"
"1740",229,"D*"
"1741",399,"D*"
"1742",72,"D*"
"1743",363,"D*"
"1744",150,"D*"
"1745",66,"D*"
"1746",82,"D*"
"1747",207,"D*"
"1748",79,"D*"
"1749",204,"D*"
"1750",229,"D*"
"1751",185,"D*"
"1752",70,"D*"
"1753",75,"D*"
"1754",227,"D*"
"1755",160,"D*"
"1756",67,"D*"
"1757",81,"D*"
"1758",217,"D*"
"1759",331,"D*"
"1760",246,"D*"
"1761",104,"D*"
"1762",401,"D*"
"1763",140,"D*"
"1764",242,"D*"
"1765",177,"D*"
"1766",289,"D*"
"1767",441,"D*"
"1768",231,"D*"
"1769",72,"D*"
"1770",125,"D*"
"1771",66,"D*"
"1772",53,"D*"
"1773",301,"D*"
"1774",472,"D*"
"1775",185,"D*"
"1776",119,"D*"
"1777",182,"D*"
"1778",39,"D*"
"1779",260,"D*"
"1780",24,"D*"
"1781",405,"D*"
"1782",131,"D*"
"1783",360,"D*"
"1784",250,"D*"
"1785",168,"D*"
"1786",46,"D*"
"1787",99,"D*"
"1788",222,"D*"
"1789",140,"D*"
"1790",101,"D*"
"1791",249,"D*"
"1792",220,"D*"
"1793",79,"D*"
"1794",93,"D*"
"1795",141,"D*"
"1796",515,"D*"
"1797",76,"D*"
"1798",72,"D*"
"1799",51,"D*"
"1800",376,"D*"
"1801",267,"D*"
"1802",81,"D*"
"1803",88,"D*"
"1804",318,"D*"
"1805",95,"D*"
"1806",160,"D*"
"1807",423,"D*"
"1808",75,"D*"
"1809",150,"D*"
"1810",52,"D*"
"1811",112,"D*"
"1812",338,"D*"
"1813",171,"D*"
"1814",173,"D*"
"1815",211,"D*"
"1816",104,"D*"
"1817",198,"D*"
"1818",565,"D*"
"1819",101,"D*"
"1820",247,"D*"
"1821",338,"D*"
"1822",548,"D*"
"1823",132,"D*"
"1824",311,"D*"
"1825",161,"D*"
"1826",61,"D*"
"1827",292,"D*"
"1828",156,"D*"
"1829",312,"D*"
"1830",276,"D*"
"1831",296,"D*"
"1832",153,"D*"
"1833",168,"D*"
"1834",111,"D*"
"1835",193,"D*"
"1836",89,"D*"
"1837",285,"D*"
"1838",51,"D*"
"1839",45,"D*"
"1840",41,"D*"
"1841",235,"D*"
"1842",35,"D*"
"1843",60,"D*"
"1844",246,"D*"
"1845",133,"D*"
"1846",101,"D*"
"1847",64,"D*"
"1848",148,"D*"
"1849",414,"D*"
"1850",126,"D*"
"1851",72,"D*"
"1852",155,"D*"
"1853",141,"D*"
"1854",552,"D*"
"1855",53,"D*"
"1856",251,"D*"
"1857",219,"D*"
"1858",287,"D*"
"1859",55,"D*"
"1860",163,"D*"
"1861",154,"D*"
"1862",298,"D*"
"1863",132,"D*"
"1864",48,"D*"
"1865",167,"D*"
"1866",141,"D*"
"1867",120,"D*"
"1868",169,"D*"
"1869",270,"D*"
"1870",530,"D*"
"1871",64,"D*"
"1872",469,"D*"
"1873",177,"D*"
"1874",196,"D*"
"1875",368,"D*"
"1876",384,"D*"
"1877",112,"D*"
"1878",76,"D*"
"1879",32,"D*"
"1880",83,"D*"
"1881",216,"D*"
"1882",388,"D*"
"1883",136,"D*"
"1884",58,"D*"
"1885",138,"D*"
"1886",95,"D*"
"1887",158,"D*"
"1888",77,"D*"
"1889",84,"D*"
"1890",99,"D*"
"1891",76,"D*"
"1892",63,"D*"
"1893",194,"D*"
"1894",34,"D*"
"1895",40,"D*"
"1896",35,"D*"
"1897",125,"D*"
"1898",108,"D*"
"1899",179,"D*"
"1900",155,"D*"
"1901",222,"D*"
"1902",230,"D*"
"1903",64,"D*"
"1904",103,"D*"
"1905",86,"D*"
"1906",105,"D*"
"1907",213,"D*"
"1908",75,"D*"
"1909",311,"D*"
"1910",81,"D*"
"1911",411,"D*"
"1912",152,"D*"
"1913",375,"D*"
"1914",52,"D*"
"1915",206,"D*"
"1916",68,"D*"
"1917",368,"D*"
"1918",415,"D*"
"1919",69,"D*"
"1920",235,"D*"
"1921",144,"D*"
"1922",57,"D*"
"1923",201,"D*"
"1924",66,"D*"
"1925",64,"D*"
"1926",87,"D*"
"1927",163,"D*"
"1928",102,"D*"
"1929",143,"D*"
"1930",209,"D*"
"1931",421,"D*"
"1932",158,"D*"
"1933",103,"D*"
"1934",47,"D*"
"1935",77,"D*"
"1936",144,"D*"
"1937",141,"D*"
"1938",176,"D*"
"1939",122,"D*"
"1940",189,"D*"
"1941",365,"D*"
"1942",141,"D*"
"1943",203,"D*"
"1944",196,"D*"
"1945",158,"D*"
"1946",192,"D*"
"1947",68,"D*"
"1948",181,"D*"
"1949",87,"D*"
"1950",184,"D*"
"1951",174,"D*"
"1952",43,"D*"
"1953",82,"D*"
"1954",54,"D*"
"1955",77,"D*"
"1956",128,"D*"
"1957",182,"D*"
"1958",35,"D*"
"1959",109,"D*"
"1960",89,"D*"
"1961",46,"D*"
"1962",34,"D*"
"1963",69,"D*"
"1964",115,"D*"
"1965",70,"D*"
"1966",92,"D*"
"1967",57,"D*"
"1968",75,"D*"
"1969",61,"D*"
"1970",182,"D*"
"1971",271,"D*"
"1972",96,"D*"
"1973",263,"D*"
"1974",119,"D*"
"1975",85,"D*"
"1976",79,"D*"
"1977",226,"D*"
"1978",107,"D*"
"1979",75,"D*"
"1980",533,"D*"
"1981",132,"D*"
"1982",71,"D*"
"1983",742,"D*"
"1984",77,"D*"
"1985",123,"D*"
"1986",276,"D*"
"1987",154,"D*"
"1988",97,"D*"
"1989",94,"D*"
"1990",139,"D*"
"1991",99,"D*"
"1992",432,"D*"
"1993",78,"D*"
"1994",74,"D*"
"1995",76,"D*"
"1996",183,"D*"
"1997",104,"D*"
"1998",102,"D*"
"1999",138,"D*"
"2000",127,"D*"
