"","StepCount","Algorithm","MazeSize","WallChanges"
"2370",28,"D*","Small","Small"
"2371",22,"D*","Small","Small"
"2372",78,"D*","Small","Small"
"2373",56,"D*","Small","Small"
"2374",24,"D*","Small","Small"
"2375",50,"D*","Small","Small"
"2376",28,"D*","Small","Small"
"2377",34,"D*","Small","Small"
"2378",20,"D*","Small","Small"
"2379",22,"D*","Small","Small"
"2380",54,"D*","Small","Small"
"2381",26,"D*","Small","Small"
"2382",22,"D*","Small","Small"
"2383",138,"D*","Small","Small"
"2384",24,"D*","Small","Small"
"2385",20,"D*","Small","Small"
"2386",60,"D*","Small","Small"
"2387",22,"D*","Small","Small"
"2388",96,"D*","Small","Small"
"2389",26,"D*","Small","Small"
"2390",106,"D*","Small","Small"
"2391",26,"D*","Small","Small"
"2392",32,"D*","Small","Small"
"2393",38,"D*","Small","Small"
"2394",42,"D*","Small","Small"
"2395",38,"D*","Small","Small"
"2396",36,"D*","Small","Small"
"2397",30,"D*","Small","Small"
"2398",28,"D*","Small","Small"
"2399",22,"D*","Small","Small"
"2400",42,"D*","Small","Small"
"2401",34,"D*","Small","Small"
"2402",18,"D*","Small","Small"
"2403",40,"D*","Small","Small"
"2404",22,"D*","Small","Small"
"2405",58,"D*","Small","Small"
"2406",28,"D*","Small","Small"
"2407",32,"D*","Small","Small"
"2408",36,"D*","Small","Small"
"2409",28,"D*","Small","Small"
"2410",24,"D*","Small","Small"
"2411",18,"D*","Small","Small"
"2412",20,"D*","Small","Small"
"2413",26,"D*","Small","Small"
"2414",26,"D*","Small","Small"
"2415",26,"D*","Small","Small"
"2416",22,"D*","Small","Small"
"2417",28,"D*","Small","Small"
"2418",26,"D*","Small","Small"
"2419",36,"D*","Small","Small"
"2420",72,"D*","Small","Small"
"2421",26,"D*","Small","Small"
"2422",20,"D*","Small","Small"
"2423",38,"D*","Small","Small"
"2424",30,"D*","Small","Small"
"2425",32,"D*","Small","Small"
"2426",24,"D*","Small","Small"
"2427",24,"D*","Small","Small"
"2428",52,"D*","Small","Small"
"2429",36,"D*","Small","Small"
"2430",56,"D*","Small","Small"
"2431",48,"D*","Small","Small"
"2432",22,"D*","Small","Small"
"2433",22,"D*","Small","Small"
"2434",56,"D*","Small","Small"
"2435",20,"D*","Small","Small"
"2436",40,"D*","Small","Small"
"2437",36,"D*","Small","Small"
"2438",22,"D*","Small","Small"
"2439",24,"D*","Small","Small"
"2440",28,"D*","Small","Small"
"2441",22,"D*","Small","Small"
"2442",20,"D*","Small","Small"
"2443",50,"D*","Small","Small"
"2444",34,"D*","Small","Small"
"2445",34,"D*","Small","Small"
"2446",30,"D*","Small","Small"
"2447",34,"D*","Small","Small"
"2448",28,"D*","Small","Small"
"2449",44,"D*","Small","Small"
"2450",26,"D*","Small","Small"
"2451",30,"D*","Small","Small"
"2452",28,"D*","Small","Small"
"2453",98,"D*","Small","Small"
"2454",40,"D*","Small","Small"
"2455",114,"D*","Small","Small"
"2456",28,"D*","Small","Small"
"2457",20,"D*","Small","Small"
"2458",32,"D*","Small","Small"
"2459",40,"D*","Small","Small"
"2460",22,"D*","Small","Small"
"2461",22,"D*","Small","Small"
"2462",42,"D*","Small","Small"
"2463",22,"D*","Small","Small"
"2464",40,"D*","Small","Small"
"2465",32,"D*","Small","Small"
"2466",52,"D*","Small","Small"
"2467",18,"D*","Small","Small"
"2468",18,"D*","Small","Small"
"2469",42,"D*","Small","Small"
"2470",18,"D*","Small","Small"
"2471",74,"D*","Small","Small"
"2472",18,"D*","Small","Small"
"2473",24,"D*","Small","Small"
"2474",22,"D*","Small","Small"
"2475",56,"D*","Small","Small"
"2476",18,"D*","Small","Small"
"2477",26,"D*","Small","Small"
"2478",20,"D*","Small","Small"
"2479",22,"D*","Small","Small"
"2480",24,"D*","Small","Small"
"2481",22,"D*","Small","Small"
"2482",40,"D*","Small","Small"
"2483",30,"D*","Small","Small"
"2484",20,"D*","Small","Small"
"2485",28,"D*","Small","Small"
"2486",20,"D*","Small","Small"
"2487",30,"D*","Small","Small"
"2488",72,"D*","Small","Small"
"2489",104,"D*","Small","Small"
"2490",40,"D*","Small","Small"
"2491",22,"D*","Small","Small"
"2492",24,"D*","Small","Small"
"2493",26,"D*","Small","Small"
"2494",56,"D*","Small","Small"
"2495",22,"D*","Small","Small"
"2496",36,"D*","Small","Small"
"2497",20,"D*","Small","Small"
"2498",38,"D*","Small","Small"
"2499",24,"D*","Small","Small"
"2500",62,"D*","Small","Small"
"2501",24,"D*","Small","Small"
"2502",32,"D*","Small","Small"
"2503",28,"D*","Small","Small"
"2504",52,"D*","Small","Small"
"2505",42,"D*","Small","Small"
"2506",32,"D*","Small","Small"
"2507",76,"D*","Small","Small"
"2508",76,"D*","Small","Small"
"2509",18,"D*","Small","Small"
"2510",38,"D*","Small","Small"
"2511",34,"D*","Small","Small"
"2512",26,"D*","Small","Small"
"2513",38,"D*","Small","Small"
"2514",70,"D*","Small","Small"
"2515",26,"D*","Small","Small"
"2516",22,"D*","Small","Small"
"2517",24,"D*","Small","Small"
"2518",38,"D*","Small","Small"
"2519",52,"D*","Small","Small"
"2520",40,"D*","Small","Small"
"2521",28,"D*","Small","Small"
"2522",28,"D*","Small","Small"
"2523",28,"D*","Small","Small"
"2524",18,"D*","Small","Small"
"2525",22,"D*","Small","Small"
"2526",40,"D*","Small","Small"
"2527",28,"D*","Small","Small"
"2528",38,"D*","Small","Small"
"2529",32,"D*","Small","Small"
"2530",20,"D*","Small","Small"
"2531",50,"D*","Small","Small"
"2532",22,"D*","Small","Small"
"2533",40,"D*","Small","Small"
"2534",54,"D*","Small","Small"
"2535",22,"D*","Small","Small"
"2536",32,"D*","Small","Small"
"2537",56,"D*","Small","Small"
"2538",18,"D*","Small","Small"
"2539",36,"D*","Small","Small"
"2540",18,"D*","Small","Small"
"2541",28,"D*","Small","Small"
"2542",26,"D*","Small","Small"
"2543",26,"D*","Small","Small"
"2544",24,"D*","Small","Small"
"2545",30,"D*","Small","Small"
"2546",38,"D*","Small","Small"
"2547",22,"D*","Small","Small"
"2548",32,"D*","Small","Small"
"2549",40,"D*","Small","Small"
"2550",26,"D*","Small","Small"
"2551",22,"D*","Small","Small"
"2552",26,"D*","Small","Small"
"2553",26,"D*","Small","Small"
"2554",92,"D*","Small","Small"
"2555",28,"D*","Small","Small"
"2556",30,"D*","Small","Small"
"2557",28,"D*","Small","Small"
"2558",40,"D*","Small","Small"
"2559",22,"D*","Small","Small"
"2560",58,"D*","Small","Small"
"2561",48,"D*","Small","Small"
"2562",74,"D*","Small","Small"
"2563",24,"D*","Small","Small"
"2564",24,"D*","Small","Small"
"2565",40,"D*","Small","Small"
"2566",22,"D*","Small","Small"
"2567",26,"D*","Small","Small"
"2568",32,"D*","Small","Small"
"2569",30,"D*","Small","Small"
"2570",34,"D*","Small","Small"
"2571",22,"D*","Small","Small"
"2572",18,"D*","Small","Small"
"2573",18,"D*","Small","Small"
"2574",32,"D*","Small","Small"
"2575",20,"D*","Small","Small"
"2576",72,"D*","Small","Small"
"2577",48,"D*","Small","Small"
"2578",20,"D*","Small","Small"
"2579",18,"D*","Small","Small"
"2580",24,"D*","Small","Small"
"2581",120,"D*","Small","Small"
"2582",30,"D*","Small","Small"
"2583",22,"D*","Small","Small"
"2584",34,"D*","Small","Small"
"2585",52,"D*","Small","Small"
"2586",28,"D*","Small","Small"
"2587",26,"D*","Small","Small"
"2588",30,"D*","Small","Small"
"2589",26,"D*","Small","Small"
"2590",26,"D*","Small","Small"
"2591",20,"D*","Small","Small"
"2592",24,"D*","Small","Small"
"2593",74,"D*","Small","Small"
"2594",50,"D*","Small","Small"
"2595",44,"D*","Small","Small"
"2596",30,"D*","Small","Small"
"2597",36,"D*","Small","Small"
"2598",54,"D*","Small","Small"
"2599",54,"D*","Small","Small"
"2600",24,"D*","Small","Small"
"2601",34,"D*","Small","Small"
"2602",32,"D*","Small","Small"
"2603",28,"D*","Small","Small"
"2604",22,"D*","Small","Small"
"2605",20,"D*","Small","Small"
"2606",30,"D*","Small","Small"
"2607",44,"D*","Small","Small"
"2608",32,"D*","Small","Small"
"2609",38,"D*","Small","Small"
"2610",20,"D*","Small","Small"
"2611",26,"D*","Small","Small"
"2612",72,"D*","Small","Small"
"2613",32,"D*","Small","Small"
"2614",18,"D*","Small","Small"
"2615",28,"D*","Small","Small"
"2616",34,"D*","Small","Small"
"2617",30,"D*","Small","Small"
"2618",58,"D*","Small","Small"
"2619",18,"D*","Small","Small"
"2620",34,"D*","Small","Small"
"2621",30,"D*","Small","Small"
"2622",40,"D*","Small","Small"
"2623",30,"D*","Small","Small"
"2624",62,"D*","Small","Small"
"2625",48,"D*","Small","Small"
"2626",62,"D*","Small","Small"
"2627",30,"D*","Small","Small"
"2628",18,"D*","Small","Small"
"2629",30,"D*","Small","Small"
"2630",32,"D*","Small","Small"
"2631",26,"D*","Small","Small"
"2632",26,"D*","Small","Small"
"2633",34,"D*","Small","Small"
"2634",24,"D*","Small","Small"
"2635",22,"D*","Small","Small"
"2636",22,"D*","Small","Small"
"2637",22,"D*","Small","Small"
"2638",22,"D*","Small","Small"
"2639",26,"D*","Small","Small"
"2640",26,"D*","Small","Small"
"2641",34,"D*","Small","Small"
"2642",30,"D*","Small","Small"
"2643",76,"D*","Small","Small"
"2644",28,"D*","Small","Small"
"2645",46,"D*","Small","Small"
"2646",36,"D*","Small","Small"
"2647",22,"D*","Small","Small"
"2648",40,"D*","Small","Small"
"2649",26,"D*","Small","Small"
"2650",24,"D*","Small","Small"
"2651",36,"D*","Small","Small"
"2652",28,"D*","Small","Small"
"2653",26,"D*","Small","Small"
"2654",24,"D*","Small","Small"
"2655",32,"D*","Small","Small"
"2656",46,"D*","Small","Small"
"2657",22,"D*","Small","Small"
"2658",18,"D*","Small","Small"
"2659",26,"D*","Small","Small"
"2660",20,"D*","Small","Small"
"2661",42,"D*","Small","Small"
"2662",32,"D*","Small","Small"
"2663",34,"D*","Small","Small"
"2664",22,"D*","Small","Small"
"2665",28,"D*","Small","Small"
"2666",24,"D*","Small","Small"
"2667",34,"D*","Small","Small"
"2668",38,"D*","Small","Small"
"2669",26,"D*","Small","Small"
"2670",18,"D*","Small","Small"
"2671",44,"D*","Small","Small"
"2672",26,"D*","Small","Small"
"2673",38,"D*","Small","Small"
"2674",18,"D*","Small","Small"
"2675",24,"D*","Small","Small"
"2676",54,"D*","Small","Small"
"2677",136,"D*","Small","Small"
"2678",48,"D*","Small","Small"
"2679",94,"D*","Small","Small"
"2680",24,"D*","Small","Small"
"2681",26,"D*","Small","Small"
"2682",22,"D*","Small","Small"
"2683",40,"D*","Small","Small"
"2684",22,"D*","Small","Small"
"2685",32,"D*","Small","Small"
"2686",72,"D*","Small","Small"
"2687",24,"D*","Small","Small"
"2688",46,"D*","Small","Small"
"2689",30,"D*","Small","Small"
"2690",30,"D*","Small","Small"
"2691",26,"D*","Small","Small"
"2692",30,"D*","Small","Small"
"2693",36,"D*","Small","Small"
"2694",26,"D*","Small","Small"
"2695",52,"D*","Small","Small"
"2696",30,"D*","Small","Small"
"2697",48,"D*","Small","Small"
"2698",34,"D*","Small","Small"
"2699",24,"D*","Small","Small"
"2700",36,"D*","Small","Small"
"2701",20,"D*","Small","Small"
"2702",68,"D*","Small","Small"
"2703",30,"D*","Small","Small"
"2704",18,"D*","Small","Small"
"2705",42,"D*","Small","Small"
"2706",46,"D*","Small","Small"
"2707",44,"D*","Small","Small"
"2708",30,"D*","Small","Small"
"2709",20,"D*","Small","Small"
"2710",20,"D*","Small","Small"
"2711",34,"D*","Small","Small"
"2712",26,"D*","Small","Small"
"2713",24,"D*","Small","Small"
"2714",24,"D*","Small","Small"
"2715",28,"D*","Small","Small"
"2716",44,"D*","Small","Small"
"2717",74,"D*","Small","Small"
"2718",26,"D*","Small","Small"
"2719",26,"D*","Small","Small"
"2720",26,"D*","Small","Small"
"2721",22,"D*","Small","Small"
"2722",22,"D*","Small","Small"
"2723",24,"D*","Small","Small"
"2724",46,"D*","Small","Small"
"2725",64,"D*","Small","Small"
"2726",44,"D*","Small","Small"
"2727",20,"D*","Small","Small"
"2728",18,"D*","Small","Small"
"2729",36,"D*","Small","Small"
"2730",20,"D*","Small","Small"
"2731",52,"D*","Small","Small"
"2732",18,"D*","Small","Small"
"2733",26,"D*","Small","Small"
"2734",52,"D*","Small","Small"
"2735",38,"D*","Small","Small"
"2736",36,"D*","Small","Small"
"2737",58,"D*","Small","Small"
"2738",64,"D*","Small","Small"
"2739",50,"D*","Small","Small"
"2740",62,"D*","Small","Small"
"2741",34,"D*","Small","Small"
"2742",28,"D*","Small","Small"
"2743",70,"D*","Small","Small"
"2744",24,"D*","Small","Small"
"2745",24,"D*","Small","Small"
"2746",30,"D*","Small","Small"
"2747",54,"D*","Small","Small"
"2748",30,"D*","Small","Small"
"2749",36,"D*","Small","Small"
"2750",54,"D*","Small","Small"
"2751",40,"D*","Small","Small"
"2752",26,"D*","Small","Small"
"2753",28,"D*","Small","Small"
"2754",42,"D*","Small","Small"
"2755",28,"D*","Small","Small"
"2756",22,"D*","Small","Small"
"2757",22,"D*","Small","Small"
"2758",34,"D*","Small","Small"
"2759",64,"D*","Small","Small"
"2760",26,"D*","Small","Small"
"2761",24,"D*","Small","Small"
"2762",68,"D*","Small","Small"
"2763",28,"D*","Small","Small"
"2764",44,"D*","Small","Small"
"2765",26,"D*","Small","Small"
"2766",48,"D*","Small","Small"
"2767",70,"D*","Small","Small"
"2768",26,"D*","Small","Small"
"2769",24,"D*","Small","Small"
"2770",30,"D*","Small","Small"
"2771",20,"D*","Small","Small"
"2772",24,"D*","Small","Small"
"2773",46,"D*","Small","Small"
"2774",42,"D*","Small","Small"
"2775",40,"D*","Small","Small"
"2776",40,"D*","Small","Small"
"2777",46,"D*","Small","Small"
"2778",20,"D*","Small","Small"
"2779",36,"D*","Small","Small"
"2780",20,"D*","Small","Small"
"2781",60,"D*","Small","Small"
"2782",34,"D*","Small","Small"
"2783",68,"D*","Small","Small"
"2784",72,"D*","Small","Small"
"2785",56,"D*","Small","Small"
"2786",24,"D*","Small","Small"
"2787",36,"D*","Small","Small"
"2788",40,"D*","Small","Small"
"2789",32,"D*","Small","Small"
"2790",26,"D*","Small","Small"
"2791",56,"D*","Small","Small"
"2792",60,"D*","Small","Small"
"2793",24,"D*","Small","Small"
"2794",28,"D*","Small","Small"
"2795",26,"D*","Small","Small"
"2796",102,"D*","Small","Small"
"2797",20,"D*","Small","Small"
"2798",20,"D*","Small","Small"
"2799",20,"D*","Small","Small"
"2800",80,"D*","Small","Small"
"2801",28,"D*","Small","Small"
"2802",30,"D*","Small","Small"
"2803",24,"D*","Small","Small"
"2804",60,"D*","Small","Small"
"2805",22,"D*","Small","Small"
"2806",26,"D*","Small","Small"
"2807",66,"D*","Small","Small"
"2808",22,"D*","Small","Small"
"2809",38,"D*","Small","Small"
"2810",20,"D*","Small","Small"
"2811",18,"D*","Small","Small"
"2812",76,"D*","Small","Small"
"2813",26,"D*","Small","Small"
"2814",46,"D*","Small","Small"
"2815",36,"D*","Small","Small"
"2816",24,"D*","Small","Small"
"2817",50,"D*","Small","Small"
"2818",74,"D*","Small","Small"
"2819",28,"D*","Small","Small"
"2820",32,"D*","Small","Small"
"2821",60,"D*","Small","Small"
"2822",88,"D*","Small","Small"
"2823",34,"D*","Small","Small"
"2824",38,"D*","Small","Small"
"2825",40,"D*","Small","Small"
"2826",24,"D*","Small","Small"
"2827",64,"D*","Small","Small"
"2828",26,"D*","Small","Small"
"2829",52,"D*","Small","Small"
"2830",38,"D*","Small","Small"
"2831",54,"D*","Small","Small"
"2832",28,"D*","Small","Small"
"2833",28,"D*","Small","Small"
"2834",22,"D*","Small","Small"
"2835",28,"D*","Small","Small"
"2836",22,"D*","Small","Small"
"2837",38,"D*","Small","Small"
"2838",20,"D*","Small","Small"
"2839",20,"D*","Small","Small"
"2840",20,"D*","Small","Small"
"2841",42,"D*","Small","Small"
"2842",18,"D*","Small","Small"
"2843",24,"D*","Small","Small"
"2844",68,"D*","Small","Small"
"2845",24,"D*","Small","Small"
"2846",20,"D*","Small","Small"
"2847",24,"D*","Small","Small"
"2848",34,"D*","Small","Small"
"2849",72,"D*","Small","Small"
"2850",24,"D*","Small","Small"
"2851",24,"D*","Small","Small"
"2852",26,"D*","Small","Small"
"2853",26,"D*","Small","Small"
"2854",68,"D*","Small","Small"
"2855",22,"D*","Small","Small"
"2856",46,"D*","Small","Small"
"2857",38,"D*","Small","Small"
"2858",62,"D*","Small","Small"
"2859",22,"D*","Small","Small"
"2860",28,"D*","Small","Small"
"2861",36,"D*","Small","Small"
"2862",48,"D*","Small","Small"
"2863",24,"D*","Small","Small"
"2864",20,"D*","Small","Small"
"2865",28,"D*","Small","Small"
"2866",24,"D*","Small","Small"
"2867",26,"D*","Small","Small"
"2868",32,"D*","Small","Small"
"2869",64,"D*","Small","Small"
"2870",56,"D*","Small","Small"
"2871",26,"D*","Small","Small"
"2872",96,"D*","Small","Small"
"2873",50,"D*","Small","Small"
"2874",24,"D*","Small","Small"
"2875",44,"D*","Small","Small"
"2876",48,"D*","Small","Small"
"2877",28,"D*","Small","Small"
"2878",26,"D*","Small","Small"
"2879",20,"D*","Small","Small"
"2880",26,"D*","Small","Small"
"2881",42,"D*","Small","Small"
"2882",60,"D*","Small","Small"
"2883",48,"D*","Small","Small"
"2884",20,"D*","Small","Small"
"2885",34,"D*","Small","Small"
"2886",24,"D*","Small","Small"
"2887",48,"D*","Small","Small"
"2888",26,"D*","Small","Small"
"2889",24,"D*","Small","Small"
"2890",24,"D*","Small","Small"
"2891",20,"D*","Small","Small"
"2892",24,"D*","Small","Small"
"2893",34,"D*","Small","Small"
"2894",18,"D*","Small","Small"
"2895",22,"D*","Small","Small"
"2896",18,"D*","Small","Small"
"2897",30,"D*","Small","Small"
"2898",20,"D*","Small","Small"
"2899",40,"D*","Small","Small"
"2900",32,"D*","Small","Small"
"2901",30,"D*","Small","Small"
"2902",46,"D*","Small","Small"
"2903",30,"D*","Small","Small"
"2904",28,"D*","Small","Small"
"2905",30,"D*","Small","Small"
"2906",24,"D*","Small","Small"
"2907",38,"D*","Small","Small"
"2908",20,"D*","Small","Small"
"2909",36,"D*","Small","Small"
"2910",24,"D*","Small","Small"
"2911",60,"D*","Small","Small"
"2912",36,"D*","Small","Small"
"2913",74,"D*","Small","Small"
"2914",22,"D*","Small","Small"
"2915",46,"D*","Small","Small"
"2916",30,"D*","Small","Small"
"2917",48,"D*","Small","Small"
"2918",52,"D*","Small","Small"
"2919",28,"D*","Small","Small"
"2920",40,"D*","Small","Small"
"2921",22,"D*","Small","Small"
"2922",20,"D*","Small","Small"
"2923",26,"D*","Small","Small"
"2924",18,"D*","Small","Small"
"2925",22,"D*","Small","Small"
"2926",28,"D*","Small","Small"
"2927",30,"D*","Small","Small"
"2928",22,"D*","Small","Small"
"2929",56,"D*","Small","Small"
"2930",28,"D*","Small","Small"
"2931",78,"D*","Small","Small"
"2932",30,"D*","Small","Small"
"2933",22,"D*","Small","Small"
"2934",18,"D*","Small","Small"
"2935",26,"D*","Small","Small"
"2936",32,"D*","Small","Small"
"2937",30,"D*","Small","Small"
"2938",42,"D*","Small","Small"
"2939",32,"D*","Small","Small"
"2940",48,"D*","Small","Small"
"2941",74,"D*","Small","Small"
"2942",42,"D*","Small","Small"
"2943",48,"D*","Small","Small"
"2944",46,"D*","Small","Small"
"2945",28,"D*","Small","Small"
"2946",30,"D*","Small","Small"
"2947",24,"D*","Small","Small"
"2948",42,"D*","Small","Small"
"2949",28,"D*","Small","Small"
"2950",28,"D*","Small","Small"
"2951",38,"D*","Small","Small"
"2952",20,"D*","Small","Small"
"2953",20,"D*","Small","Small"
"2954",22,"D*","Small","Small"
"2955",32,"D*","Small","Small"
"2956",22,"D*","Small","Small"
"2957",36,"D*","Small","Small"
"2958",20,"D*","Small","Small"
"2959",26,"D*","Small","Small"
"2960",24,"D*","Small","Small"
"2961",18,"D*","Small","Small"
"2962",20,"D*","Small","Small"
"2963",24,"D*","Small","Small"
"2964",28,"D*","Small","Small"
"2965",18,"D*","Small","Small"
"2966",20,"D*","Small","Small"
"2967",18,"D*","Small","Small"
"2968",26,"D*","Small","Small"
"2969",26,"D*","Small","Small"
"2970",38,"D*","Small","Small"
"2971",34,"D*","Small","Small"
"2972",26,"D*","Small","Small"
"2973",30,"D*","Small","Small"
"2974",18,"D*","Small","Small"
"2975",24,"D*","Small","Small"
"2976",26,"D*","Small","Small"
"2977",42,"D*","Small","Small"
"2978",24,"D*","Small","Small"
"2979",24,"D*","Small","Small"
"2980",40,"D*","Small","Small"
"2981",30,"D*","Small","Small"
"2982",26,"D*","Small","Small"
"2983",76,"D*","Small","Small"
"2984",22,"D*","Small","Small"
"2985",30,"D*","Small","Small"
"2986",46,"D*","Small","Small"
"2987",36,"D*","Small","Small"
"2988",32,"D*","Small","Small"
"2989",36,"D*","Small","Small"
"2990",30,"D*","Small","Small"
"2991",24,"D*","Small","Small"
"2992",50,"D*","Small","Small"
"2993",24,"D*","Small","Small"
"2994",22,"D*","Small","Small"
"2995",20,"D*","Small","Small"
"2996",20,"D*","Small","Small"
"2997",36,"D*","Small","Small"
"2998",26,"D*","Small","Small"
"2999",26,"D*","Small","Small"
"3000",40,"D*","Small","Small"
"3001",842,"Manhattan","Large","Small"
"3002",76,"Manhattan","Large","Small"
"3003",962,"Manhattan","Large","Small"
"3004",550,"Manhattan","Large","Small"
"3005",572,"Manhattan","Large","Small"
"3006",840,"Manhattan","Large","Small"
"3007",690,"Manhattan","Large","Small"
"3008",580,"Manhattan","Large","Small"
"3009",1428,"Manhattan","Large","Small"
"3010",602,"Manhattan","Large","Small"
"3011",366,"Manhattan","Large","Small"
"3012",322,"Manhattan","Large","Small"
"3013",688,"Manhattan","Large","Small"
"3014",764,"Manhattan","Large","Small"
"3015",756,"Manhattan","Large","Small"
"3016",960,"Manhattan","Large","Small"
"3017",1402,"Manhattan","Large","Small"
"3018",556,"Manhattan","Large","Small"
"3019",914,"Manhattan","Large","Small"
"3020",574,"Manhattan","Large","Small"
"3021",454,"Manhattan","Large","Small"
"3022",1314,"Manhattan","Large","Small"
"3023",284,"Manhattan","Large","Small"
"3024",258,"Manhattan","Large","Small"
"3025",734,"Manhattan","Large","Small"
"3026",380,"Manhattan","Large","Small"
"3027",354,"Manhattan","Large","Small"
"3028",1204,"Manhattan","Large","Small"
"3029",628,"Manhattan","Large","Small"
"3030",1144,"Manhattan","Large","Small"
"3031",1420,"Manhattan","Large","Small"
"3032",1182,"Manhattan","Large","Small"
"3033",358,"Manhattan","Large","Small"
"3034",1686,"Manhattan","Large","Small"
"3035",192,"Manhattan","Large","Small"
"3036",1076,"Manhattan","Large","Small"
"3037",380,"Manhattan","Large","Small"
"3038",404,"Manhattan","Large","Small"
"3039",196,"Manhattan","Large","Small"
"3040",476,"Manhattan","Large","Small"
"3041",948,"Manhattan","Large","Small"
"3042",556,"Manhattan","Large","Small"
"3043",474,"Manhattan","Large","Small"
"3044",792,"Manhattan","Large","Small"
"3045",1044,"Manhattan","Large","Small"
"3046",984,"Manhattan","Large","Small"
"3047",784,"Manhattan","Large","Small"
"3048",428,"Manhattan","Large","Small"
"3049",1670,"Manhattan","Large","Small"
"3050",528,"Manhattan","Large","Small"
"3051",1008,"Manhattan","Large","Small"
"3052",1334,"Manhattan","Large","Small"
"3053",228,"Manhattan","Large","Small"
"3054",974,"Manhattan","Large","Small"
"3055",488,"Manhattan","Large","Small"
"3056",432,"Manhattan","Large","Small"
"3057",990,"Manhattan","Large","Small"
"3058",846,"Manhattan","Large","Small"
"3059",364,"Manhattan","Large","Small"
"3060",332,"Manhattan","Large","Small"
"3061",344,"Manhattan","Large","Small"
"3062",530,"Manhattan","Large","Small"
"3063",456,"Manhattan","Large","Small"
"3064",546,"Manhattan","Large","Small"
"3065",1594,"Manhattan","Large","Small"
"3066",520,"Manhattan","Large","Small"
"3067",1458,"Manhattan","Large","Small"
"3068",1034,"Manhattan","Large","Small"
"3069",286,"Manhattan","Large","Small"
"3070",410,"Manhattan","Large","Small"
"3071",1240,"Manhattan","Large","Small"
"3072",1496,"Manhattan","Large","Small"
"3073",694,"Manhattan","Large","Small"
"3074",404,"Manhattan","Large","Small"
"3075",376,"Manhattan","Large","Small"
"3076",204,"Manhattan","Large","Small"
"3077",1050,"Manhattan","Large","Small"
"3078",1236,"Manhattan","Large","Small"
"3079",874,"Manhattan","Large","Small"
"3080",486,"Manhattan","Large","Small"
"3081",278,"Manhattan","Large","Small"
"3082",486,"Manhattan","Large","Small"
"3083",1346,"Manhattan","Large","Small"
"3084",1282,"Manhattan","Large","Small"
"3085",414,"Manhattan","Large","Small"
"3086",956,"Manhattan","Large","Small"
"3087",288,"Manhattan","Large","Small"
"3088",994,"Manhattan","Large","Small"
"3089",488,"Manhattan","Large","Small"
"3090",780,"Manhattan","Large","Small"
"3091",886,"Manhattan","Large","Small"
"3092",850,"Manhattan","Large","Small"
"3093",722,"Manhattan","Large","Small"
"3094",872,"Manhattan","Large","Small"
"3095",652,"Manhattan","Large","Small"
"3096",966,"Manhattan","Large","Small"
"3097",652,"Manhattan","Large","Small"
"3098",2182,"Manhattan","Large","Small"
"3099",112,"Manhattan","Large","Small"
"3100",650,"Manhattan","Large","Small"
"3101",1396,"Manhattan","Large","Small"
"3102",364,"Manhattan","Large","Small"
"3103",124,"Manhattan","Large","Small"
"3104",284,"Manhattan","Large","Small"
"3105",1094,"Manhattan","Large","Small"
"3106",758,"Manhattan","Large","Small"
"3107",640,"Manhattan","Large","Small"
"3108",662,"Manhattan","Large","Small"
"3109",408,"Manhattan","Large","Small"
"3110",588,"Manhattan","Large","Small"
"3111",448,"Manhattan","Large","Small"
"3112",1134,"Manhattan","Large","Small"
"3113",546,"Manhattan","Large","Small"
"3114",810,"Manhattan","Large","Small"
"3115",1384,"Manhattan","Large","Small"
"3116",400,"Manhattan","Large","Small"
"3117",906,"Manhattan","Large","Small"
"3118",878,"Manhattan","Large","Small"
"3119",874,"Manhattan","Large","Small"
"3120",658,"Manhattan","Large","Small"
"3121",916,"Manhattan","Large","Small"
"3122",1494,"Manhattan","Large","Small"
"3123",230,"Manhattan","Large","Small"
"3124",296,"Manhattan","Large","Small"
"3125",570,"Manhattan","Large","Small"
"3126",534,"Manhattan","Large","Small"
"3127",216,"Manhattan","Large","Small"
"3128",562,"Manhattan","Large","Small"
"3129",378,"Manhattan","Large","Small"
"3130",902,"Manhattan","Large","Small"
"3131",392,"Manhattan","Large","Small"
"3132",754,"Manhattan","Large","Small"
"3133",692,"Manhattan","Large","Small"
"3134",448,"Manhattan","Large","Small"
"3135",942,"Manhattan","Large","Small"
"3136",582,"Manhattan","Large","Small"
"3137",976,"Manhattan","Large","Small"
"3138",634,"Manhattan","Large","Small"
"3139",126,"Manhattan","Large","Small"
"3140",436,"Manhattan","Large","Small"
"3141",646,"Manhattan","Large","Small"
"3142",734,"Manhattan","Large","Small"
"3143",602,"Manhattan","Large","Small"
"3144",1178,"Manhattan","Large","Small"
"3145",594,"Manhattan","Large","Small"
"3146",298,"Manhattan","Large","Small"
"3147",726,"Manhattan","Large","Small"
"3148",862,"Manhattan","Large","Small"
"3149",382,"Manhattan","Large","Small"
"3150",1698,"Manhattan","Large","Small"
"3151",608,"Manhattan","Large","Small"
"3152",1198,"Manhattan","Large","Small"
"3153",1258,"Manhattan","Large","Small"
"3154",192,"Manhattan","Large","Small"
"3155",1668,"Manhattan","Large","Small"
"3156",242,"Manhattan","Large","Small"
"3157",1520,"Manhattan","Large","Small"
"3158",268,"Manhattan","Large","Small"
"3159",1146,"Manhattan","Large","Small"
"3160",348,"Manhattan","Large","Small"
