"","StepCount","Algorithm","MazeSize","WallChanges"
"4079",70,"A*","Large","Small"
"4080",50,"A*","Large","Small"
"4081",86,"A*","Large","Small"
"4082",48,"A*","Large","Small"
"4083",64,"A*","Large","Small"
"4084",48,"A*","Large","Small"
"4085",122,"A*","Large","Small"
"4086",56,"A*","Large","Small"
"4087",54,"A*","Large","Small"
"4088",50,"A*","Large","Small"
"4089",126,"A*","Large","Small"
"4090",52,"A*","Large","Small"
"4091",48,"A*","Large","Small"
"4092",40,"A*","Large","Small"
"4093",82,"A*","Large","Small"
"4094",46,"A*","Large","Small"
"4095",64,"A*","Large","Small"
"4096",54,"A*","Large","Small"
"4097",60,"A*","Large","Small"
"4098",84,"A*","Large","Small"
"4099",54,"A*","Large","Small"
"4100",78,"A*","Large","Small"
"4101",76,"A*","Large","Small"
"4102",124,"A*","Large","Small"
"4103",92,"A*","Large","Small"
"4104",68,"A*","Large","Small"
"4105",48,"A*","Large","Small"
"4106",80,"A*","Large","Small"
"4107",62,"A*","Large","Small"
"4108",76,"A*","Large","Small"
"4109",64,"A*","Large","Small"
"4110",52,"A*","Large","Small"
"4111",48,"A*","Large","Small"
"4112",78,"A*","Large","Small"
"4113",64,"A*","Large","Small"
"4114",56,"A*","Large","Small"
"4115",54,"A*","Large","Small"
"4116",54,"A*","Large","Small"
"4117",58,"A*","Large","Small"
"4118",40,"A*","Large","Small"
"4119",62,"A*","Large","Small"
"4120",84,"A*","Large","Small"
"4121",50,"A*","Large","Small"
"4122",80,"A*","Large","Small"
"4123",46,"A*","Large","Small"
"4124",76,"A*","Large","Small"
"4125",58,"A*","Large","Small"
"4126",56,"A*","Large","Small"
"4127",74,"A*","Large","Small"
"4128",52,"A*","Large","Small"
"4129",60,"A*","Large","Small"
"4130",52,"A*","Large","Small"
"4131",56,"A*","Large","Small"
"4132",72,"A*","Large","Small"
"4133",50,"A*","Large","Small"
"4134",56,"A*","Large","Small"
"4135",84,"A*","Large","Small"
"4136",54,"A*","Large","Small"
"4137",78,"A*","Large","Small"
"4138",56,"A*","Large","Small"
"4139",96,"A*","Large","Small"
"4140",50,"A*","Large","Small"
"4141",52,"A*","Large","Small"
"4142",58,"A*","Large","Small"
"4143",44,"A*","Large","Small"
"4144",70,"A*","Large","Small"
"4145",44,"A*","Large","Small"
"4146",78,"A*","Large","Small"
"4147",46,"A*","Large","Small"
"4148",62,"A*","Large","Small"
"4149",96,"A*","Large","Small"
"4150",56,"A*","Large","Small"
"4151",58,"A*","Large","Small"
"4152",118,"A*","Large","Small"
"4153",56,"A*","Large","Small"
"4154",58,"A*","Large","Small"
"4155",104,"A*","Large","Small"
"4156",96,"A*","Large","Small"
"4157",92,"A*","Large","Small"
"4158",56,"A*","Large","Small"
"4159",62,"A*","Large","Small"
"4160",46,"A*","Large","Small"
"4161",88,"A*","Large","Small"
"4162",88,"A*","Large","Small"
"4163",44,"A*","Large","Small"
"4164",58,"A*","Large","Small"
"4165",74,"A*","Large","Small"
"4166",48,"A*","Large","Small"
"4167",48,"A*","Large","Small"
"4168",62,"A*","Large","Small"
"4169",50,"A*","Large","Small"
"4170",84,"A*","Large","Small"
"4171",126,"A*","Large","Small"
"4172",84,"A*","Large","Small"
"4173",64,"A*","Large","Small"
"4174",58,"A*","Large","Small"
"4175",54,"A*","Large","Small"
"4176",78,"A*","Large","Small"
"4177",58,"A*","Large","Small"
"4178",88,"A*","Large","Small"
"4179",54,"A*","Large","Small"
"4180",54,"A*","Large","Small"
"4181",60,"A*","Large","Small"
"4182",86,"A*","Large","Small"
"4183",58,"A*","Large","Small"
"4184",50,"A*","Large","Small"
"4185",48,"A*","Large","Small"
"4186",88,"A*","Large","Small"
"4187",62,"A*","Large","Small"
"4188",62,"A*","Large","Small"
"4189",118,"A*","Large","Small"
"4190",86,"A*","Large","Small"
"4191",54,"A*","Large","Small"
"4192",74,"A*","Large","Small"
"4193",60,"A*","Large","Small"
"4194",60,"A*","Large","Small"
"4195",44,"A*","Large","Small"
"4196",68,"A*","Large","Small"
"4197",64,"A*","Large","Small"
"4198",56,"A*","Large","Small"
"4199",48,"A*","Large","Small"
"4200",52,"A*","Large","Small"
"4201",70,"A*","Large","Small"
"4202",66,"A*","Large","Small"
"4203",56,"A*","Large","Small"
"4204",44,"A*","Large","Small"
"4205",86,"A*","Large","Small"
"4206",60,"A*","Large","Small"
"4207",48,"A*","Large","Small"
"4208",66,"A*","Large","Small"
"4209",54,"A*","Large","Small"
"4210",92,"A*","Large","Small"
"4211",72,"A*","Large","Small"
"4212",52,"A*","Large","Small"
"4213",64,"A*","Large","Small"
"4214",50,"A*","Large","Small"
"4215",48,"A*","Large","Small"
"4216",116,"A*","Large","Small"
"4217",46,"A*","Large","Small"
"4218",96,"A*","Large","Small"
"4219",56,"A*","Large","Small"
"4220",52,"A*","Large","Small"
"4221",56,"A*","Large","Small"
"4222",108,"A*","Large","Small"
"4223",100,"A*","Large","Small"
"4224",58,"A*","Large","Small"
"4225",84,"A*","Large","Small"
"4226",76,"A*","Large","Small"
"4227",58,"A*","Large","Small"
"4228",68,"A*","Large","Small"
"4229",62,"A*","Large","Small"
"4230",62,"A*","Large","Small"
"4231",62,"A*","Large","Small"
"4232",54,"A*","Large","Small"
"4233",52,"A*","Large","Small"
"4234",54,"A*","Large","Small"
"4235",54,"A*","Large","Small"
"4236",62,"A*","Large","Small"
"4237",44,"A*","Large","Small"
"4238",54,"A*","Large","Small"
"4239",50,"A*","Large","Small"
"4240",78,"A*","Large","Small"
"4241",98,"A*","Large","Small"
"4242",56,"A*","Large","Small"
"4243",50,"A*","Large","Small"
"4244",54,"A*","Large","Small"
"4245",54,"A*","Large","Small"
"4246",74,"A*","Large","Small"
"4247",40,"A*","Large","Small"
"4248",100,"A*","Large","Small"
"4249",48,"A*","Large","Small"
"4250",74,"A*","Large","Small"
"4251",76,"A*","Large","Small"
"4252",114,"A*","Large","Small"
"4253",40,"A*","Large","Small"
"4254",58,"A*","Large","Small"
"4255",74,"A*","Large","Small"
"4256",60,"A*","Large","Small"
"4257",94,"A*","Large","Small"
"4258",90,"A*","Large","Small"
"4259",98,"A*","Large","Small"
"4260",62,"A*","Large","Small"
"4261",78,"A*","Large","Small"
"4262",74,"A*","Large","Small"
"4263",56,"A*","Large","Small"
"4264",52,"A*","Large","Small"
"4265",56,"A*","Large","Small"
"4266",70,"A*","Large","Small"
"4267",54,"A*","Large","Small"
"4268",114,"A*","Large","Small"
"4269",56,"A*","Large","Small"
"4270",68,"A*","Large","Small"
"4271",56,"A*","Large","Small"
"4272",48,"A*","Large","Small"
"4273",60,"A*","Large","Small"
"4274",56,"A*","Large","Small"
"4275",54,"A*","Large","Small"
"4276",60,"A*","Large","Small"
"4277",52,"A*","Large","Small"
"4278",60,"A*","Large","Small"
"4279",70,"A*","Large","Small"
"4280",58,"A*","Large","Small"
"4281",82,"A*","Large","Small"
"4282",58,"A*","Large","Small"
"4283",50,"A*","Large","Small"
"4284",56,"A*","Large","Small"
"4285",70,"A*","Large","Small"
"4286",88,"A*","Large","Small"
"4287",44,"A*","Large","Small"
"4288",46,"A*","Large","Small"
"4289",46,"A*","Large","Small"
"4290",58,"A*","Large","Small"
"4291",56,"A*","Large","Small"
"4292",52,"A*","Large","Small"
"4293",118,"A*","Large","Small"
"4294",54,"A*","Large","Small"
"4295",64,"A*","Large","Small"
"4296",48,"A*","Large","Small"
"4297",80,"A*","Large","Small"
"4298",60,"A*","Large","Small"
"4299",92,"A*","Large","Small"
"4300",50,"A*","Large","Small"
"4301",50,"A*","Large","Small"
"4302",48,"A*","Large","Small"
"4303",50,"A*","Large","Small"
"4304",94,"A*","Large","Small"
"4305",104,"A*","Large","Small"
"4306",62,"A*","Large","Small"
"4307",94,"A*","Large","Small"
"4308",74,"A*","Large","Small"
"4309",54,"A*","Large","Small"
"4310",66,"A*","Large","Small"
"4311",72,"A*","Large","Small"
"4312",92,"A*","Large","Small"
"4313",76,"A*","Large","Small"
"4314",116,"A*","Large","Small"
"4315",52,"A*","Large","Small"
"4316",50,"A*","Large","Small"
"4317",82,"A*","Large","Small"
"4318",60,"A*","Large","Small"
"4319",56,"A*","Large","Small"
"4320",84,"A*","Large","Small"
"4321",60,"A*","Large","Small"
"4322",66,"A*","Large","Small"
"4323",64,"A*","Large","Small"
"4324",56,"A*","Large","Small"
"4325",54,"A*","Large","Small"
"4326",44,"A*","Large","Small"
"4327",54,"A*","Large","Small"
"4328",70,"A*","Large","Small"
"4329",100,"A*","Large","Small"
"4330",54,"A*","Large","Small"
"4331",46,"A*","Large","Small"
"4332",78,"A*","Large","Small"
"4333",44,"A*","Large","Small"
"4334",58,"A*","Large","Small"
"4335",62,"A*","Large","Small"
"4336",66,"A*","Large","Small"
"4337",60,"A*","Large","Small"
"4338",62,"A*","Large","Small"
"4339",82,"A*","Large","Small"
"4340",58,"A*","Large","Small"
"4341",102,"A*","Large","Small"
"4342",62,"A*","Large","Small"
"4343",80,"A*","Large","Small"
"4344",48,"A*","Large","Small"
"4345",80,"A*","Large","Small"
"4346",80,"A*","Large","Small"
"4347",46,"A*","Large","Small"
"4348",72,"A*","Large","Small"
"4349",56,"A*","Large","Small"
"4350",56,"A*","Large","Small"
"4351",58,"A*","Large","Small"
"4352",116,"A*","Large","Small"
"4353",72,"A*","Large","Small"
"4354",52,"A*","Large","Small"
"4355",58,"A*","Large","Small"
"4356",66,"A*","Large","Small"
"4357",60,"A*","Large","Small"
"4358",66,"A*","Large","Small"
"4359",68,"A*","Large","Small"
"4360",56,"A*","Large","Small"
"4361",50,"A*","Large","Small"
"4362",92,"A*","Large","Small"
"4363",94,"A*","Large","Small"
"4364",54,"A*","Large","Small"
"4365",88,"A*","Large","Small"
"4366",62,"A*","Large","Small"
"4367",56,"A*","Large","Small"
"4368",62,"A*","Large","Small"
"4369",46,"A*","Large","Small"
"4370",56,"A*","Large","Small"
"4371",54,"A*","Large","Small"
"4372",66,"A*","Large","Small"
"4373",48,"A*","Large","Small"
"4374",68,"A*","Large","Small"
"4375",42,"A*","Large","Small"
"4376",94,"A*","Large","Small"
"4377",84,"A*","Large","Small"
"4378",50,"A*","Large","Small"
"4379",64,"A*","Large","Small"
"4380",90,"A*","Large","Small"
"4381",58,"A*","Large","Small"
"4382",68,"A*","Large","Small"
"4383",46,"A*","Large","Small"
"4384",64,"A*","Large","Small"
"4385",66,"A*","Large","Small"
"4386",118,"A*","Large","Small"
"4387",54,"A*","Large","Small"
"4388",60,"A*","Large","Small"
"4389",72,"A*","Large","Small"
"4390",56,"A*","Large","Small"
"4391",54,"A*","Large","Small"
"4392",70,"A*","Large","Small"
"4393",68,"A*","Large","Small"
"4394",78,"A*","Large","Small"
"4395",84,"A*","Large","Small"
"4396",58,"A*","Large","Small"
"4397",48,"A*","Large","Small"
"4398",72,"A*","Large","Small"
"4399",54,"A*","Large","Small"
"4400",48,"A*","Large","Small"
"4401",46,"A*","Large","Small"
"4402",56,"A*","Large","Small"
"4403",60,"A*","Large","Small"
"4404",58,"A*","Large","Small"
"4405",66,"A*","Large","Small"
"4406",64,"A*","Large","Small"
"4407",98,"A*","Large","Small"
"4408",76,"A*","Large","Small"
"4409",48,"A*","Large","Small"
"4410",54,"A*","Large","Small"
"4411",68,"A*","Large","Small"
"4412",72,"A*","Large","Small"
"4413",56,"A*","Large","Small"
"4414",54,"A*","Large","Small"
"4415",70,"A*","Large","Small"
"4416",70,"A*","Large","Small"
"4417",64,"A*","Large","Small"
"4418",54,"A*","Large","Small"
"4419",50,"A*","Large","Small"
"4420",118,"A*","Large","Small"
"4421",56,"A*","Large","Small"
"4422",70,"A*","Large","Small"
"4423",56,"A*","Large","Small"
"4424",46,"A*","Large","Small"
"4425",52,"A*","Large","Small"
"4426",50,"A*","Large","Small"
"4427",68,"A*","Large","Small"
"4428",62,"A*","Large","Small"
"4429",48,"A*","Large","Small"
"4430",42,"A*","Large","Small"
"4431",54,"A*","Large","Small"
"4432",62,"A*","Large","Small"
"4433",76,"A*","Large","Small"
"4434",58,"A*","Large","Small"
"4435",84,"A*","Large","Small"
"4436",48,"A*","Large","Small"
"4437",90,"A*","Large","Small"
"4438",54,"A*","Large","Small"
"4439",44,"A*","Large","Small"
"4440",66,"A*","Large","Small"
"4441",74,"A*","Large","Small"
"4442",52,"A*","Large","Small"
"4443",60,"A*","Large","Small"
"4444",52,"A*","Large","Small"
"4445",70,"A*","Large","Small"
"4446",122,"A*","Large","Small"
"4447",50,"A*","Large","Small"
"4448",70,"A*","Large","Small"
"4449",64,"A*","Large","Small"
"4450",70,"A*","Large","Small"
"4451",50,"A*","Large","Small"
"4452",72,"A*","Large","Small"
"4453",54,"A*","Large","Small"
"4454",56,"A*","Large","Small"
"4455",86,"A*","Large","Small"
"4456",54,"A*","Large","Small"
"4457",116,"A*","Large","Small"
"4458",62,"A*","Large","Small"
"4459",50,"A*","Large","Small"
"4460",54,"A*","Large","Small"
"4461",66,"A*","Large","Small"
"4462",54,"A*","Large","Small"
"4463",104,"A*","Large","Small"
"4464",52,"A*","Large","Small"
"4465",52,"A*","Large","Small"
"4466",62,"A*","Large","Small"
"4467",46,"A*","Large","Small"
"4468",54,"A*","Large","Small"
"4469",48,"A*","Large","Small"
"4470",58,"A*","Large","Small"
"4471",86,"A*","Large","Small"
"4472",90,"A*","Large","Small"
"4473",44,"A*","Large","Small"
"4474",64,"A*","Large","Small"
"4475",52,"A*","Large","Small"
"4476",64,"A*","Large","Small"
"4477",52,"A*","Large","Small"
"4478",50,"A*","Large","Small"
"4479",54,"A*","Large","Small"
"4480",98,"A*","Large","Small"
"4481",66,"A*","Large","Small"
"4482",44,"A*","Large","Small"
"4483",86,"A*","Large","Small"
"4484",54,"A*","Large","Small"
"4485",56,"A*","Large","Small"
"4486",134,"A*","Large","Small"
"4487",78,"A*","Large","Small"
"4488",60,"A*","Large","Small"
"4489",58,"A*","Large","Small"
"4490",54,"A*","Large","Small"
"4491",62,"A*","Large","Small"
"4492",80,"A*","Large","Small"
"4493",92,"A*","Large","Small"
"4494",70,"A*","Large","Small"
"4495",72,"A*","Large","Small"
"4496",58,"A*","Large","Small"
"4497",52,"A*","Large","Small"
"4498",90,"A*","Large","Small"
"4499",46,"A*","Large","Small"
"4500",60,"A*","Large","Small"
"4501",52,"A*","Large","Small"
"4502",52,"A*","Large","Small"
"4503",64,"A*","Large","Small"
"4504",50,"A*","Large","Small"
"4505",134,"A*","Large","Small"
"4506",58,"A*","Large","Small"
"4507",58,"A*","Large","Small"
"4508",44,"A*","Large","Small"
"4509",72,"A*","Large","Small"
"4510",122,"A*","Large","Small"
"4511",66,"A*","Large","Small"
"4512",72,"A*","Large","Small"
"4513",44,"A*","Large","Small"
"4514",56,"A*","Large","Small"
"4515",94,"A*","Large","Small"
"4516",58,"A*","Large","Small"
"4517",72,"A*","Large","Small"
"4518",54,"A*","Large","Small"
"4519",62,"A*","Large","Small"
"4520",102,"A*","Large","Small"
"4521",56,"A*","Large","Small"
"4522",68,"A*","Large","Small"
"4523",56,"A*","Large","Small"
"4524",154,"A*","Large","Small"
"4525",64,"A*","Large","Small"
"4526",94,"A*","Large","Small"
"4527",90,"A*","Large","Small"
"4528",56,"A*","Large","Small"
"4529",66,"A*","Large","Small"
"4530",62,"A*","Large","Small"
"4531",56,"A*","Large","Small"
"4532",82,"A*","Large","Small"
"4533",60,"A*","Large","Small"
"4534",52,"A*","Large","Small"
"4535",80,"A*","Large","Small"
"4536",76,"A*","Large","Small"
"4537",50,"A*","Large","Small"
"4538",50,"A*","Large","Small"
"4539",100,"A*","Large","Small"
"4540",72,"A*","Large","Small"
"4541",58,"A*","Large","Small"
"4542",72,"A*","Large","Small"
"4543",54,"A*","Large","Small"
"4544",48,"A*","Large","Small"
"4545",60,"A*","Large","Small"
"4546",64,"A*","Large","Small"
"4547",80,"A*","Large","Small"
"4548",60,"A*","Large","Small"
"4549",60,"A*","Large","Small"
"4550",50,"A*","Large","Small"
"4551",56,"A*","Large","Small"
"4552",72,"A*","Large","Small"
"4553",60,"A*","Large","Small"
"4554",50,"A*","Large","Small"
"4555",54,"A*","Large","Small"
"4556",78,"A*","Large","Small"
"4557",48,"A*","Large","Small"
"4558",46,"A*","Large","Small"
"4559",112,"A*","Large","Small"
"4560",142,"A*","Large","Small"
"4561",56,"A*","Large","Small"
"4562",70,"A*","Large","Small"
"4563",72,"A*","Large","Small"
"4564",72,"A*","Large","Small"
"4565",136,"A*","Large","Small"
"4566",58,"A*","Large","Small"
"4567",68,"A*","Large","Small"
"4568",62,"A*","Large","Small"
"4569",56,"A*","Large","Small"
"4570",54,"A*","Large","Small"
"4571",50,"A*","Large","Small"
"4572",54,"A*","Large","Small"
"4573",56,"A*","Large","Small"
"4574",44,"A*","Large","Small"
"4575",94,"A*","Large","Small"
"4576",92,"A*","Large","Small"
"4577",58,"A*","Large","Small"
"4578",66,"A*","Large","Small"
"4579",94,"A*","Large","Small"
"4580",160,"A*","Large","Small"
"4581",80,"A*","Large","Small"
"4582",112,"A*","Large","Small"
"4583",86,"A*","Large","Small"
"4584",92,"A*","Large","Small"
"4585",44,"A*","Large","Small"
"4586",62,"A*","Large","Small"
"4587",64,"A*","Large","Small"
"4588",54,"A*","Large","Small"
"4589",48,"A*","Large","Small"
"4590",44,"A*","Large","Small"
"4591",50,"A*","Large","Small"
"4592",52,"A*","Large","Small"
"4593",80,"A*","Large","Small"
"4594",54,"A*","Large","Small"
"4595",62,"A*","Large","Small"
"4596",66,"A*","Large","Small"
"4597",98,"A*","Large","Small"
"4598",116,"A*","Large","Small"
"4599",114,"A*","Large","Small"
"4600",96,"A*","Large","Small"
"4601",58,"A*","Large","Small"
"4602",56,"A*","Large","Small"
"4603",72,"A*","Large","Small"
"4604",64,"A*","Large","Small"
"4605",50,"A*","Large","Small"
"4606",98,"A*","Large","Small"
"4607",64,"A*","Large","Small"
"4608",92,"A*","Large","Small"
"4609",98,"A*","Large","Small"
"4610",58,"A*","Large","Small"
"4611",70,"A*","Large","Small"
"4612",56,"A*","Large","Small"
"4613",62,"A*","Large","Small"
"4614",54,"A*","Large","Small"
"4615",60,"A*","Large","Small"
"4616",50,"A*","Large","Small"
"4617",62,"A*","Large","Small"
"4618",66,"A*","Large","Small"
"4619",76,"A*","Large","Small"
"4620",70,"A*","Large","Small"
"4621",128,"A*","Large","Small"
"4622",58,"A*","Large","Small"
"4623",84,"A*","Large","Small"
"4624",44,"A*","Large","Small"
"4625",84,"A*","Large","Small"
"4626",60,"A*","Large","Small"
"4627",66,"A*","Large","Small"
"4628",52,"A*","Large","Small"
"4629",76,"A*","Large","Small"
"4630",70,"A*","Large","Small"
"4631",74,"A*","Large","Small"
"4632",72,"A*","Large","Small"
"4633",48,"A*","Large","Small"
"4634",228,"A*","Large","Small"
"4635",106,"A*","Large","Small"
"4636",94,"A*","Large","Small"
"4637",134,"A*","Large","Small"
"4638",74,"A*","Large","Small"
"4639",80,"A*","Large","Small"
"4640",70,"A*","Large","Small"
"4641",74,"A*","Large","Small"
"4642",50,"A*","Large","Small"
"4643",88,"A*","Large","Small"
"4644",56,"A*","Large","Small"
"4645",64,"A*","Large","Small"
"4646",68,"A*","Large","Small"
"4647",48,"A*","Large","Small"
"4648",62,"A*","Large","Small"
"4649",68,"A*","Large","Small"
"4650",50,"A*","Large","Small"
"4651",78,"A*","Large","Small"
"4652",52,"A*","Large","Small"
"4653",64,"A*","Large","Small"
"4654",74,"A*","Large","Small"
"4655",50,"A*","Large","Small"
"4656",60,"A*","Large","Small"
"4657",54,"A*","Large","Small"
"4658",62,"A*","Large","Small"
"4659",54,"A*","Large","Small"
"4660",150,"A*","Large","Small"
"4661",68,"A*","Large","Small"
"4662",64,"A*","Large","Small"
"4663",68,"A*","Large","Small"
"4664",76,"A*","Large","Small"
"4665",58,"A*","Large","Small"
"4666",64,"A*","Large","Small"
"4667",66,"A*","Large","Small"
"4668",70,"A*","Large","Small"
"4669",66,"A*","Large","Small"
"4670",72,"A*","Large","Small"
"4671",74,"A*","Large","Small"
"4672",88,"A*","Large","Small"
"4673",66,"A*","Large","Small"
"4674",52,"A*","Large","Small"
"4675",58,"A*","Large","Small"
"4676",60,"A*","Large","Small"
"4677",56,"A*","Large","Small"
"4678",66,"A*","Large","Small"
"4679",58,"A*","Large","Small"
"4680",58,"A*","Large","Small"
"4681",56,"A*","Large","Small"
"4682",108,"A*","Large","Small"
"4683",64,"A*","Large","Small"
"4684",82,"A*","Large","Small"
"4685",72,"A*","Large","Small"
"4686",48,"A*","Large","Small"
"4687",48,"A*","Large","Small"
"4688",68,"A*","Large","Small"
"4689",64,"A*","Large","Small"
"4690",56,"A*","Large","Small"
"4691",84,"A*","Large","Small"
"4692",124,"A*","Large","Small"
"4693",48,"A*","Large","Small"
"4694",60,"A*","Large","Small"
"4695",50,"A*","Large","Small"
"4696",48,"A*","Large","Small"
"4697",62,"A*","Large","Small"
"4698",56,"A*","Large","Small"
"4699",64,"A*","Large","Small"
"4700",62,"A*","Large","Small"
"4701",66,"A*","Large","Small"
"4702",62,"A*","Large","Small"
"4703",90,"A*","Large","Small"
"4704",76,"A*","Large","Small"
"4705",54,"A*","Large","Small"
"4706",62,"A*","Large","Small"
"4707",74,"A*","Large","Small"
"4708",72,"A*","Large","Small"
"4709",78,"A*","Large","Small"
"4710",50,"A*","Large","Small"
"4711",78,"A*","Large","Small"
"4712",110,"A*","Large","Small"
"4713",74,"A*","Large","Small"
"4714",70,"A*","Large","Small"
"4715",60,"A*","Large","Small"
"4716",60,"A*","Large","Small"
"4717",50,"A*","Large","Small"
"4718",82,"A*","Large","Small"
"4719",84,"A*","Large","Small"
"4720",48,"A*","Large","Small"
"4721",70,"A*","Large","Small"
"4722",58,"A*","Large","Small"
"4723",54,"A*","Large","Small"
"4724",96,"A*","Large","Small"
"4725",44,"A*","Large","Small"
"4726",64,"A*","Large","Small"
"4727",58,"A*","Large","Small"
"4728",52,"A*","Large","Small"
"4729",54,"A*","Large","Small"
"4730",54,"A*","Large","Small"
"4731",44,"A*","Large","Small"
"4732",58,"A*","Large","Small"
"4733",64,"A*","Large","Small"
"4734",48,"A*","Large","Small"
"4735",50,"A*","Large","Small"
"4736",70,"A*","Large","Small"
"4737",50,"A*","Large","Small"
"4738",48,"A*","Large","Small"
"4739",76,"A*","Large","Small"
"4740",56,"A*","Large","Small"
"4741",62,"A*","Large","Small"
"4742",48,"A*","Large","Small"
"4743",76,"A*","Large","Small"
"4744",68,"A*","Large","Small"
"4745",54,"A*","Large","Small"
"4746",62,"A*","Large","Small"
"4747",60,"A*","Large","Small"
"4748",64,"A*","Large","Small"
"4749",74,"A*","Large","Small"
"4750",56,"A*","Large","Small"
"4751",56,"A*","Large","Small"
"4752",44,"A*","Large","Small"
"4753",50,"A*","Large","Small"
"4754",80,"A*","Large","Small"
"4755",74,"A*","Large","Small"
"4756",64,"A*","Large","Small"
"4757",96,"A*","Large","Small"
"4758",48,"A*","Large","Small"
"4759",80,"A*","Large","Small"
"4760",58,"A*","Large","Small"
"4761",62,"A*","Large","Small"
"4762",42,"A*","Large","Small"
"4763",66,"A*","Large","Small"
"4764",48,"A*","Large","Small"
"4765",54,"A*","Large","Small"
"4766",66,"A*","Large","Small"
"4767",52,"A*","Large","Small"
"4768",62,"A*","Large","Small"
"4769",82,"A*","Large","Small"
"4770",66,"A*","Large","Small"
"4771",108,"A*","Large","Small"
"4772",92,"A*","Large","Small"
"4773",52,"A*","Large","Small"
"4774",56,"A*","Large","Small"
"4775",86,"A*","Large","Small"
"4776",84,"A*","Large","Small"
"4777",50,"A*","Large","Small"
"4778",84,"A*","Large","Small"
"4779",66,"A*","Large","Small"
"4780",46,"A*","Large","Small"
"4781",98,"A*","Large","Small"
"4782",46,"A*","Large","Small"
"4783",70,"A*","Large","Small"
"4784",50,"A*","Large","Small"
"4785",58,"A*","Large","Small"
"4786",54,"A*","Large","Small"
"4787",56,"A*","Large","Small"
"4788",68,"A*","Large","Small"
"4789",98,"A*","Large","Small"
"4790",64,"A*","Large","Small"
"4791",54,"A*","Large","Small"
"4792",66,"A*","Large","Small"
"4793",50,"A*","Large","Small"
"4794",54,"A*","Large","Small"
"4795",80,"A*","Large","Small"
"4796",54,"A*","Large","Small"
"4797",58,"A*","Large","Small"
"4798",110,"A*","Large","Small"
"4799",64,"A*","Large","Small"
"4800",70,"A*","Large","Small"
"4801",42,"A*","Large","Small"
"4802",52,"A*","Large","Small"
"4803",76,"A*","Large","Small"
"4804",68,"A*","Large","Small"
"4805",90,"A*","Large","Small"
"4806",62,"A*","Large","Small"
"4807",44,"A*","Large","Small"
"4808",64,"A*","Large","Small"
"4809",70,"A*","Large","Small"
"4810",58,"A*","Large","Small"
"4811",64,"A*","Large","Small"
"4812",46,"A*","Large","Small"
"4813",54,"A*","Large","Small"
"4814",62,"A*","Large","Small"
"4815",74,"A*","Large","Small"
"4816",68,"A*","Large","Small"
"4817",100,"A*","Large","Small"
"4818",54,"A*","Large","Small"
"4819",56,"A*","Large","Small"
"4820",110,"A*","Large","Small"
"4821",68,"A*","Large","Small"
"4822",90,"A*","Large","Small"
"4823",72,"A*","Large","Small"
"4824",50,"A*","Large","Small"
"4825",112,"A*","Large","Small"
"4826",52,"A*","Large","Small"
"4827",54,"A*","Large","Small"
"4828",86,"A*","Large","Small"
"4829",58,"A*","Large","Small"
"4830",60,"A*","Large","Small"
"4831",48,"A*","Large","Small"
"4832",140,"A*","Large","Small"
"4833",46,"A*","Large","Small"
"4834",54,"A*","Large","Small"
"4835",72,"A*","Large","Small"
"4836",42,"A*","Large","Small"
"4837",56,"A*","Large","Small"
"4838",48,"A*","Large","Small"
"4839",56,"A*","Large","Small"
"4840",92,"A*","Large","Small"
"4841",82,"A*","Large","Small"
"4842",56,"A*","Large","Small"
"4843",60,"A*","Large","Small"
"4844",72,"A*","Large","Small"
"4845",52,"A*","Large","Small"
"4846",44,"A*","Large","Small"
"4847",64,"A*","Large","Small"
"4848",92,"A*","Large","Small"
"4849",62,"A*","Large","Small"
"4850",48,"A*","Large","Small"
"4851",58,"A*","Large","Small"
"4852",60,"A*","Large","Small"
"4853",44,"A*","Large","Small"
"4854",42,"A*","Large","Small"
"4855",60,"A*","Large","Small"
"4856",60,"A*","Large","Small"
"4857",54,"A*","Large","Small"
"4858",48,"A*","Large","Small"
"4859",62,"A*","Large","Small"
"4860",78,"A*","Large","Small"
"4861",86,"A*","Large","Small"
"4862",50,"A*","Large","Small"
"4863",50,"A*","Large","Small"
"4864",60,"A*","Large","Small"
"4865",56,"A*","Large","Small"
"4866",48,"A*","Large","Small"
"4867",86,"A*","Large","Small"
"4868",90,"A*","Large","Small"
"4869",50,"A*","Large","Small"
"4870",84,"A*","Large","Small"
"4871",132,"A*","Large","Small"
"4872",56,"A*","Large","Small"
"4873",70,"A*","Large","Small"
"4874",50,"A*","Large","Small"
"4875",68,"A*","Large","Small"
"4876",78,"A*","Large","Small"
"4877",70,"A*","Large","Small"
"4878",66,"A*","Large","Small"
"4879",108,"A*","Large","Small"
"4880",66,"A*","Large","Small"
"4881",50,"A*","Large","Small"
"4882",50,"A*","Large","Small"
"4883",50,"A*","Large","Small"
"4884",52,"A*","Large","Small"
"4885",52,"A*","Large","Small"
"4886",48,"A*","Large","Small"
"4887",74,"A*","Large","Small"
"4888",92,"A*","Large","Small"
"4889",52,"A*","Large","Small"
"4890",82,"A*","Large","Small"
"4891",60,"A*","Large","Small"
"4892",66,"A*","Large","Small"
"4893",48,"A*","Large","Small"
"4894",56,"A*","Large","Small"
"4895",78,"A*","Large","Small"
"4896",116,"A*","Large","Small"
"4897",64,"A*","Large","Small"
"4898",52,"A*","Large","Small"
"4899",82,"A*","Large","Small"
"4900",66,"A*","Large","Small"
